,0,1,2,3,4
1,4.33164461025962,5.27719295578302,4.35119248522313,4.53890877065813,4.51055611242858
2,4.33164461025962,5.17719297723528,4.45144236899484,4.52870463875557,4.51080601765254
3,4.33164461025962,5.17719297723528,4.45144236899484,4.53890877065813,4.51055611242858
4,4.33164461025962,5.17719293564736,4.45144236899484,4.9369528818248,4.51055611242858
5,4.33164461025962,5.17719293564736,4.45144236899484,4.53890877065813,4.51055611242858
6,4.33164461025962,5.17719297723528,4.45144236899484,4.52870463875557,4.70628012895345
7,4.33164461025962,5.17719297723528,4.45144236899484,4.52870463875557,4.61080599620029
8,4.33164461025962,5.17719297723528,4.45144236899484,4.53890877065813,4.70603022372948
9,4.33164461025962,5.17719293564736,4.45144236899484,4.62870465889124,4.51055611242858
10,4.33164461025962,5.17719293564736,4.45144236899484,4.72045639568634,4.51055611242858
11,4.33164461025962,5.17719293564736,4.45144236899484,4.7306605275889,4.51055611242858
12,4.33164461025962,5.17719297723528,4.45144236899484,4.52870463875557,4.80628010750119
13,4.33164461025962,5.17719293564736,4.45144236899484,4.82045641582201,4.51055611242858
